"","subject_id","ab_target","region","baseline_sigma","baseline_ci_lower","baseline_ci_upper","baseline_ci_pvalue"
"1",3,"Non-Spike B","FWR1",NA,NA,NA,NA
"2",3,"Non-Spike B","CDR1",-0.098690232722305,-0.174075113436229,-0.0358238004330586,-0.00314868418088776
"3",3,"Non-Spike B","FWR2",-0.492570831609009,-0.571246293810772,-0.425735569613629,-6.99440505513849e-15
"4",3,"Non-Spike B","CDR2",-0.0999582305999024,-0.168421756520545,-0.0445162496852372,-0.00126486606589882
"5",3,"Non-Spike B","FWR3",-0.550396846315767,-0.598411302046194,-0.516407042952064,-2.22044604925031e-14
"6",3,"Spike+ Mem B","FWR1",NA,NA,NA,NA
"7",3,"Spike+ Mem B","CDR1",-0.164874520976415,-0.408854645297828,0.0757472447242578,-0.0927637313513162
"8",3,"Spike+ Mem B","FWR2",-0.705578940259428,-1.00140467974569,-0.417485109978349,-1.92095920525936e-06
"9",3,"Spike+ Mem B","CDR2",-0.453617544618594,-0.699300453362447,-0.212290978966521,-0.000219970960189109
"10",3,"Spike+ Mem B","FWR3",-1.04402542235683,-1.18164074276751,-0.91743324314624,-5.6621374255883e-15
"11",4,"Non-Spike B","FWR1",NA,NA,NA,NA
"12",4,"Non-Spike B","CDR1",-0.114446449964155,-0.19713305348464,-0.044312429112436,-0.00227962717689523
"13",4,"Non-Spike B","FWR2",-0.397868171414663,-0.483920215099636,-0.324628884677353,-5.6621374255883e-15
"14",4,"Non-Spike B","CDR2",-0.0175428528462351,-0.0918220610387417,0.0446338971620011,-0.310777251578996
"15",4,"Non-Spike B","FWR3",-0.574278616626978,-0.626410648534662,-0.535631679239046,-2.23154827949656e-14
"16",4,"Spike+ Mem B","FWR1",NA,NA,NA,NA
"17",4,"Spike+ Mem B","CDR1",0.15639521460924,-0.478477371347036,0.817470398688743,0.322051882650826
"18",4,"Spike+ Mem B","FWR2",-0.289801270545306,-0.87696233163141,0.325186957664305,-0.169072694404727
"19",4,"Spike+ Mem B","CDR2",0.491188730636362,-0.169267075678698,1.20880773370539,0.0754062277843602
"20",4,"Spike+ Mem B","FWR3",-0.279612390493317,-0.707589323897144,0.17890198879194,-0.109618311291555
"21",5,"Non-Spike B","FWR1",NA,NA,NA,NA
"22",5,"Non-Spike B","CDR1",-0.153828114974339,-0.214850068205847,-0.105966482740896,-5.21402544473304e-08
"23",5,"Non-Spike B","FWR2",-0.459412292124734,-0.523932377400705,-0.407078525762529,-1.26565424807268e-14
"24",5,"Non-Spike B","CDR2",-0.0849722498838818,-0.144033149139222,-0.0378471329195338,-0.0010750256062475
"25",5,"Non-Spike B","FWR3",-0.558805386361944,-0.599778588828812,-0.529168349854105,-2.62012633811537e-14
"26",5,"Spike+ Mem B","FWR1",NA,NA,NA,NA
"27",5,"Spike+ Mem B","CDR1",-0.0112215035929591,-0.119709257655564,0.0862004200903048,-0.415023066887674
"28",5,"Spike+ Mem B","FWR2",-0.593643378323488,-0.712042593837997,-0.485863431831209,-8.77076189453874e-15
"29",5,"Spike+ Mem B","CDR2",-0.0626830343617782,-0.166788278870799,0.0316501565391423,-0.109042792472995
"30",5,"Spike+ Mem B","FWR3",-0.609732447042115,-0.672574256897263,-0.557894508223351,-1.67643676718399e-14
"31",6,"Non-Spike B","FWR1",NA,NA,NA,NA
"32",6,"Non-Spike B","CDR1",-0.0818433415272039,-0.159721393985737,-0.0155886645757427,-0.0151456061408658
"33",6,"Non-Spike B","FWR2",-0.616016226710542,-0.695687973956713,-0.547328259691176,-7.54951656745106e-15
"34",6,"Non-Spike B","CDR2",-0.0864925821135753,-0.158618796064319,-0.026410981246593,-0.00606778125994678
"35",6,"Non-Spike B","FWR3",-0.535078046025589,-0.581890517066639,-0.499062199259046,-1.27675647831893e-14
"36",6,"Spike+ Mem B","FWR1",NA,NA,NA,NA
"37",6,"Spike+ Mem B","CDR1",0.339250577094812,-0.0515937147283912,0.742846328248411,0.0433816561434855
"38",6,"Spike+ Mem B","FWR2",-0.764153437242373,-1.33051881684587,-0.198336337797398,-0.00471535385379529
"39",6,"Spike+ Mem B","CDR2",0.469620709657922,0.0762247919612704,0.880168402374465,0.00825542043166485
"40",6,"Spike+ Mem B","FWR3",-0.427192541643368,-0.667658926863479,-0.184417345266438,-0.00056469170101825
"41",7,"Non-Spike B","FWR1",NA,NA,NA,NA
"42",7,"Non-Spike B","CDR1",-0.341894250896478,-0.470561007947571,-0.22380155666179,-7.06836112973619e-08
"43",7,"Non-Spike B","FWR2",-0.443263371602926,-0.570238310652897,-0.32628877449205,-2.41484610086218e-12
"44",7,"Non-Spike B","CDR2",0.159122856073605,0.0451504046877446,0.263462803879781,0.0019946698184119
"45",7,"Non-Spike B","FWR3",-0.902763339797183,-0.974452344799583,-0.844933376706976,-5.87307980026708e-14
"46",7,"Spike+ Mem B","FWR1",NA,NA,NA,NA
"47",7,"Spike+ Mem B","CDR1",0.120357815732584,-0.294220034055817,0.54502058004283,0.290478172226192
"48",7,"Spike+ Mem B","FWR2",-0.978526266111579,-1.51953466545634,-0.443487879030414,-0.000244906663148581
"49",7,"Spike+ Mem B","CDR2",-0.0770659918472548,-0.52538987251738,0.37908364292247,-0.364032674613058
"50",7,"Spike+ Mem B","FWR3",-1.02329938064446,-1.28079723442495,-0.776963998390221,-8.42659275690494e-14
