"","subject_id","ab_target","region","baseline_sigma","baseline_ci_lower","baseline_ci_upper","baseline_ci_pvalue"
"1","subj_3","sn","FWR1",NA,NA,NA,NA
"2","subj_3","sn","CDR1",-0.102531104470032,-0.300689392881425,0.0903915217494887,-0.152155465689979
"3","subj_3","sn","FWR2",-0.245710228837144,-0.484509771002432,-0.0125073926563084,-0.0222646716675883
"4","subj_3","sn","CDR2",-0.203630748632956,-0.385448331590157,-0.0272775921111706,-0.0143960012969668
"5","subj_3","sn","FWR3",-0.620418273510722,-0.732933438348364,-0.517633229124593,-9.54791801177635e-15
"6","subj_3","sp","FWR1",NA,NA,NA,NA
"7","subj_3","sp","CDR1",0.839847604425839,0.524856556360074,1.15862041972538,8.83220559549824e-09
"8","subj_3","sp","FWR2",-0.209109785424851,-0.568535961346203,0.14704113504164,-0.126419115533762
"9","subj_3","sp","CDR2",-1.95974205388026,-2.17679448597941,-1.76243580945951,-6.90558721316847e-14
"10","subj_3","sp","FWR3",-1.4856849188101,-1.63704170534297,-1.34903220537634,-7.68274333040608e-14
"11","subj_4","sn","FWR1",NA,NA,NA,NA
"12","subj_4","sn","CDR1",-0.0540582362395091,-0.305613867087769,0.194255728110531,-0.332690595694503
"13","subj_4","sn","FWR2",-0.230539530342908,-0.525003668028951,0.0630233043985017,-0.063937876817278
"14","subj_4","sn","CDR2",-0.20485596508252,-0.437257006980612,0.0232977293278665,-0.0424014903417894
"15","subj_4","sn","FWR3",-0.450055849260417,-0.599997990855155,-0.307910693232469,-7.39391869952755e-09
"16","subj_5","sp","FWR1",NA,NA,NA,NA
"17","subj_5","sp","CDR1",-0.0847596016514095,-0.234787980661127,0.0563827724218093,-0.128811756974939
"18","subj_5","sp","FWR2",-0.222231479832865,-0.403723579138965,-0.0483902176973132,-0.00774748721846341
"19","subj_5","sp","CDR2",-0.286767714625209,-0.442007064011932,-0.139344990508642,-0.000141721881384838
"20","subj_5","sp","FWR3",-0.61733773567985,-0.706541260533477,-0.538675967085719,-1.0991207943789e-14
"21","subj_5","sn","FWR1",NA,NA,NA,NA
"22","subj_5","sn","CDR1",-0.244494201002835,-0.40915033174357,-0.0875872795700737,-0.00171312072763041
"23","subj_5","sn","FWR2",-0.286635118841038,-0.474213934482959,-0.106345820361333,-0.00139573626269029
"24","subj_5","sn","CDR2",-0.250470540412896,-0.405425254689298,-0.104292842449332,-0.000731036952032471
"25","subj_5","sn","FWR3",-0.420766680552151,-0.523353788132342,-0.327755598866218,-2.12052597703405e-14
"26","subj_6","sn","FWR1",NA,NA,NA,NA
"27","subj_6","sn","CDR1",-0.0688568810887832,-0.401143754025482,0.272103958231403,-0.337841676523401
"28","subj_6","sn","FWR2",-0.48675690713836,-0.88631470181672,-0.0832593434580935,-0.0103351898008509
"29","subj_6","sn","CDR2",-0.360131295510461,-0.673098715913148,-0.0415563802149031,-0.01530857009472
"30","subj_6","sn","FWR3",-0.552400089048877,-0.737646915908985,-0.373197345778984,-5.5775832619176e-08
"31","subj_6","sp","FWR1",NA,NA,NA,NA
"32","subj_6","sp","CDR1",0.807863939373596,0.48019690381913,1.13730179592337,1.49959742321684e-07
"33","subj_6","sp","FWR2",-0.559918846021789,-1.29962443914192,0.188754727967794,-0.0708991914871514
"34","subj_6","sp","CDR2",-0.976279041211904,-1.8725316012958,-0.0388903175245029,-0.0214175325015619
"35","subj_6","sp","FWR3",0.942629564575062,0.650715471380369,1.23534281172982,3.32673626222476e-12
"36","subj_7","sn","FWR1",NA,NA,NA,NA
"37","subj_7","sn","CDR1",-0.314538884987083,-0.50610546150131,-0.129220624257387,-0.000703005832342285
"38","subj_7","sn","FWR2",-0.444955824356849,-0.656949300774031,-0.23915629662583,-2.53796345753843e-05
"39","subj_7","sn","CDR2",-0.616188050318227,-0.784839508862367,-0.456018399218395,-1.89370741310313e-12
"40","subj_7","sn","FWR3",-0.872618734604951,-0.989376201935475,-0.76652778376225,-1.12132525487141e-14
"41","subj_7","sp","FWR1",NA,NA,NA,NA
"42","subj_7","sp","CDR1",0.326024522875263,0.108635586287273,0.540290225938861,0.00116233087459165
"43","subj_7","sp","FWR2",0.992559416984607,0.693022339773604,1.29196589216302,1.21410929293218e-12
"44","subj_7","sp","CDR2",0.0841293292204706,-0.217773680813223,0.388328333564663,0.297139336645711
"45","subj_7","sp","FWR3",-0.983442577110486,-1.09365426216825,-0.886129155352122,-2.22044604925031e-14
